movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown
big-hero-6;10;Costs1129;/user/Costs1129;Nov  7, 2014;"[ ""My family got tickets to an early showing. The movie was excellent. The atmosphere was refreshingly different, the characters fleshed out, the plot touching, and the humor was rich and consistent . I would recommend this one to anyone, and especially to couples and families with children."" ]";5;10;5;5;0;0
the-giver;10;Costs1129;/user/Costs1129;Sep 21, 2015;"[ ""Blew me away. Was an excellent movie to watch with my wife and daughter. One of those bonding movies that reminds you to take the bad with the good, and to use both to learn and love more. I am grateful to the directors for compressing these complex ideas into such a concise and well crafted narrative."" ]";0;0;0;0;0;0
the-goebbles-experiment;10;Costs1129;/user/Costs1129;Oct 25, 2015;[];0;0;0;0;0;0
interstellar;10;Costs1129;/user/Costs1129;Jan 26, 2015;"[ ""Wow! Just wow! I was up, I was down. How engrossing a movie. I am deeply impressed by how much emotion and story they were able to put down in under 3 hours. All the while, I never felt rushed or lost. The what ifs and only ifs make this movie a pleasure to watch. Hats off to everyone involved in its making!"" ]";2;3;2;1;0;0
interstellar;10;thewalkingman19;/user/thewalkingman19;Nov 11, 2014;"[ ""Interstellar is one of the best movies this year, it strides to ambitious heights. The movie is visually stunning and is very emotional at times as it connects to parenting of children and exploration of new discoveries. All the characters show great performances especially Mathew giving yet another outstanding performance. People are complaining about the ending of the movie, the science behind it, and its overall complex understanding, that's their opinion. but its ending shows something new and original in the sci-fi genre making you think and think after you see the movie. Overall the movie is a must have experience that takes new heights and embarks on a wild journey that's unforgettable with its visually aspect and emotional story. Another great addition to the movie is the superb music composed by Hanz Zimmer, it gives the movie an extra layer of creepiness and excitement. This is not a movie for casual people wanting a simple action movie. This is a must watch!"" ]";2;3;2;1;0;0
interstellar;10;Raidenm4;/user/Raidenm4;Nov  9, 2014;[];2;3;2;1;0;0
interstellar;10;SpaceJesus;/user/SpaceJesus;Nov  7, 2014;"[ ""I can finally say that I have favorite movie. It's not a perfect movie, it have some flaws, but at the end... overall impression is so strong that I had that \""perfect feeling\"" after the movie ended. Things that movie does good are so good that totally buries those few flaws. On my opinion this movie is a perfect mix... the mix I really enjoyed watching and I'm definitely going to see this movie again."" ]";2;3;2;1;0;0
interstellar;9;markmennell;/user/markmennell;Nov 22, 2014;"[ ""Interstellar re-ignited in me the new experience film can bring, like a child watching something totally different to anything else they have before. The film is sufficiently different from similar modern Sci-Fi's, not so much in story - but in scenes, camera and sound to deliver something, new, where I did not know what is going to happen next. I liked how the science sounded feasible (which is paramount to me in these types of films) except in a perhaps a couple instances where it became a bit far fetched - nonetheless it managed to draw me back in before I lost interest."", """", ""The sound (or lack thereof) is alarming at times but really had the effect of \""putting you there\"" so to speak (at least in a cinema), which I thoroughly enjoyed."", """", ""Thumbs up!"" ]";2;3;2;1;0;0
interstellar;9;eljoad;/user/eljoad;Nov  8, 2014;[];2;3;2;1;0;0
interstellar;10;Insidethesun;/user/Insidethesun;Nov  9, 2014;"[ ""'Interstellar' is a multi-faceted, roller-coaster ride of a film. It has layers upon layers of complex ideas, translated into a dramatic storyline that almost all people can enjoy and follow."", """", ""The Drama in the story is as gut-wrenching, no it exceeds and redefines: clasp-the-edge of your seat & hold onto your stomach Action & Entertainment of a movie."", """", ""The action in the film makes 'Gravity' look like 'Open Water*,' because as enjoyable as 'Gravity' was, like Open Water, it was a story that was limited to two characters or almost 1 1/2, in a small tank or stage, in comparison to the endless rows of interconnected Theme Parks that is Interstellar."", """", ""The film never becomes too cheesy or over the top as it tackles subjects of space exploration, mathematics and relativity. All the way up to the end, there were doors for the movie to let you down, for the writer to take an easy way out, and he never did. It has the Science-Fiction tag, but it's presented well enough to feel like a Documentary, because the story stays believable and as 'realistic' as we can imagine."", """", ""This work is Christopher Nolan's best yet, but I doubt he has reached his peak or plateau. Looking back at earlier works, I see now that he's found his center."", """", ""Going beyond the story-telling style, which takes on a ride through the many layers of a single character (I.E. Memento). He has now found a way to peel the layers of Space and tell a story in a way which transcends the viewer through a character, while transcending us through Space and Time..Inception was an unforgettable journey, but we still never left the Mind. Interstellar tackles Mind (Memento), Body & Spirit (Dark Knight), as well as Space, Time (Inception) & Travel."" ]";2;3;2;1;0;0
interstellar;9;cgmcnama;/user/cgmcnama;Nov 10, 2014;"[ ""The movie is long and it takes the time to explain some science concepts (real concepts grounded in science) to the audience.  It has the typical twists and turns of a Nolan film but I found the ending more satisfying then his past works.  Personally, the only disconnect I had with the movie was the robot (you can see in the trailers).  Seemed a bit too Sci-Fi for me to believe but all in all a well done space film.  Empty your bladder and then go see this film!"" ]";2;3;2;1;0;0
interstellar;10;DearTifa;/user/DearTifa;Nov 10, 2014;"[ ""MIND BLOWN!"", """", ""Interstellar and the hype surrounding it passed me by - I would often see the striking title poster on IMDB but didn't read more. Directed by the man who brought you The Dark Knight trilogy; Christopher Nolan packs an emotion filled space epic into just under 3 hours."", """", ""Movie Synopsis quoted from IMDB:"", ""A group of explorers make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage."", """", ""Although, in a nut shell, this sums up the movie it doesn't tell you about the underlying story of a man and his daughter. Matthew McConaughey plays Cooper - a man who lives his life in the past and can't adjust to the reality of a dying earth. He is given the opportunity to save the world but it means leaving his family behind. It's his love for them that pushes him into the future, quite literally, space and time."", """", ""I was so drawn into this movie that I forgot where I was at one point. It had me on the edge of my seat, weep genuine tears and laugh at jokes by a robot. I admit to not knowing much about the science in the movie but it was easy enough to understand even for a novice like myself. The visual impact of the space scenes had my jaw drop and I can't wait to download the beautiful score by Hans Zimmer. Even my boyfriend was lost for words when the credits rolled, we could have sat through another 3 hours. If you see one film this month make it Interstellar."", """", ""Cinema: Odeon Norwich."", """", ""Favourite Quote: Love is the one thing that transcends time and space."" ]";2;3;2;1;0;0
interstellar;9;Daniel96;/user/Daniel96;Nov 10, 2014;"[ ""Interstellar is mind blowing. This is much more than a \""let's save the world\"" movie. This is a film about science, yet about philosophy too. It's mind bending. It is incredibly intelligent. It is a tense, emotional, staggering piece of art. This is one of the most thought provoking films I have seen. Three days since I saw it, and I still can't stop thinking about it. While I do understand it, I can't help but think \""wait, what?\"" And not in a bad way. Interstellar makes you think beyond the boundaries of what you may have been taught at school about physics, philosophy and ethics. I can't stand physics nor do I try to understand it in my everyday life, but this movie makes you look hard at the physical reality and complexity of what is out there, while still reminding you of the depth within ourselves. Yes - at times - the script is questionable and the score can be awkward, but McConaughey, Chastain and Hathaway are so utterly convincing and brutal, and the direction of Nolan as well as the cinematography is so awe-inspiring and bold, this does not matter. It is hard to truly review this film without ruining the flow of surprises, but Interstellar is more than your average sci-fi movie; Interstellar is complex and enthralling, scientific and philosophical, emotional and tense. It is, above all, utterly memorable."" ]";2;3;2;1;0;0
nightcrawler;10;LucasGilbert;/user/LucasGilbert;Nov 23, 2014;"[ ""Just an amazing movie, with a haunting and pulse pounding tone, it has an eerie vibe that always keeps you alert and one he edge of your seat, it has a down right creepy performance by jake ghylanhal and great performances from the rest of the cast, it is a truly an amazing, once and a life time movie theater experience."" ]";3;4;3;1;1;0
interstellar;9;LucasGilbert;/user/LucasGilbert;Nov 23, 2014;[];2;3;2;1;0;0
interstellar;9;potatoewitheyes;/user/potatoewitheyes;Nov 13, 2014;"[ ""This was the perfect movie for me. I realise it was a bit on the long side and was not perfect, but the human journey, the spectacle and the \""real\"" science was captivating. For the first time I am tempted to see this movie for a second time in the cinema"" ]";2;3;2;1;0;0
interstellar;8;MattAldridge31;/user/MattAldridge31;Nov 18, 2014;"[ ""I went into Interstellar without watching a single trailer, interview with a cast member or review -I went in totally blind. All I knew about Interstellar was that it was a movie about space and that Matthew McConaughey was the main character. This in my opinion helped a great deal because upon experiencing the movie I was blown away by the scope and depth of it. Much like Inception it's a movie that gets you thinking, regardless of whether the premise is totally possible or not. The entire story took a lot of concentration to follow and I will probably see it again soon to try and figure out certain parts of it. Some areas of the plot seemed a bit weak, there were parts in which I didn't understand how something had actually happened and where things were actually going. The entire thing seemed like a huge space soap-opera with McConaughey's perpetual bond with his Earth-bound daughter being the glue that held the entire movie together. The script seemed a tad bit weak in areas with some lines seemingly written up by a 10-year-old. The movie seemed to hold the viewers hand in some areas as it practically attempted to spell out the most complicated areas so that the viewer could understand and keep up. By no means was it a perfect movie but it was a great one and it's ambitiousness should be celebrated. It tried new things and it was a thoroughly enjoyable 169 minutes, I'd recommend it to anybody!"" ]";2;3;2;1;0;0
interstellar;8;Egillon;/user/Egillon;Nov 22, 2014;[];2;3;2;1;0;0
interstellar;9;FleurDeLibre;/user/FleurDeLibre;Nov 24, 2014;"[ ""This was a beautiful breath of fresh air when compared to most other big-budget, flashy, action packed sci-fi movies with no storyline common in today's movie era in that genre. Sure, it stretched the science a little bit, and it could have done just as well without as much mushy filler, but all in all it was a really enjoyable and thought-provoking film. 9/10"" ]";2;3;2;1;0;0
interstellar;9;luan_morais;/user/luan_morais;Nov 30, 2014;[];2;3;2;1;0;0
interstellar;8;Vitesse;/user/Vitesse;Dec  2, 2014;"[ ""Interstellar is a true spectacle of a film, best viewed on the big(gest) screen. The sheer beauty of the visuals and particularly Hans Zimmer's epic soundtrack made the 2 hour 40 min runtime hardly noticeable."", """", ""Matthew Mcconaughey's hero does well with what Christopher Nolan gives him to do but is unfortunately stuck in a tin box with woefully under qualified Anne Hatheway (whose most telling contribution is a non-sensical and highly unscientific blurb about gambling the future of humanity on wanting to hook-up with her ex) and astronaut who dies #1 and #2."", """", ""Back on Earth things are a little better but you really get the impression that this is a vehicle for the display and unfortunately many of the character exchanges are rushed through and under developed."", """", ""Right up to the third act I was blissfully letting Mr Nolan do as he pleased as this visual feast unfolded before me until.. ...well I guess every Blockbuster has to have a happy ending but for me I'd of happily walked out of the theatre with Matthew Mcconaughey safely ripped apart in a black hole. Instead it might as well have finished with it all being a bad dream. The script races to tie up all loose ends, resulting in a rushed ending which doesn't feel like it belongs."", """", ""In summary, Interstellar is a movie as truly awesome in size as its subject matter, falling short only upon close inspection. An experience to be witnessed but unfortunately not the \""Film Of Our Time\"" it truly could have delivered."" ]";2;3;2;1;0;0
interstellar;10;MatheusCR27;/user/MatheusCR27;Feb  2, 2015;[];2;3;2;1;0;0
wonder-woman;10;horizonbts;/user/horizonbts;Jun  4, 2017;"[ ""I am a huge fan of the Marvel Movies, but quite frankly DC has left me kind of tepid or luke warm on their past movies in the super hero realm.  I went to see \""Wonder Woman\"" with mediocre expectations and got totally blown away.  For me growing up with Lynda Carter as Wonder Woman on TV it was going to take some doing for me to get that blown away feeling.  Well I got a nuke dropped on me, because DC finally lives up to all the hype it got on this one.  Gal Gadot is the new \""Wonder Woman\"" and leaves all the rest from the past in her dust.  She is simply amazing along with the story, the characters, villains, and visual effects.  Even along the way I heard chuckle's and laughter as little one liners and good humor was sprinkled in.  The movie had that all along with a little romance and deep feelings thrown in.  Even the side kicks for Steve Trevor were colorful and well done.  I really enjoyed \""The Chief\"" played by Eugene Brave Rock, he made a comment to Wonder Woman in the movie about the war, and what it was destroying and said his people were destroyed by Steve Trevor meaning the white man a long time ago.  Lots of thought went into the script dialogue and this is DC's crowning jewel for Wonder Woman and women in general.  Wonder Woman isn't just the princess anymore as now she is the reigning Queen of the DC superhero flicks!!"" ]";9;19;9;10;0;0
the-lost-city-of-z;10;horizonbts;/user/horizonbts;Apr 29, 2017;"[ ""It has been a while since I read a book, then followed up watching the movie on the big screen.  I loved the book and enjoyed the true life story of Colonel Percy Fawcett.  What the explorers experienced in the perils of the Amazon were horrific.  The book was very graphic with the descriptions of their encounters especially in the insect form.  The movie as with most going to the big screen from book can't and wasn't able to capture all the details.  Still I found the adaptation to the big screen enjoyable and heard people talking as they exited the movie wondering as to why this movie wasn't getting more press.  I couldn't agree more as I found the movie captavating and was entranced the whole way through, not just because I read the book, but the actors and the story was engaging.  The movie covered more than I imagined on how Percy's family and wife were tormented with his departures into the Amazon and the years they spent without him being a part of the family.  Just glad I got to see the movie as I was agitated that it took so long to get to a local screen.  This movie is worth seeing and recommend that you seek it out, shame on the theaters not showing a movie of this quality!  My only negative was that I wish they would have spent more time shooting in the jungle versus the time he spent at home and on the battlefield in WW1."" ]";1;4;1;3;0;0
logan-2017;10;horizonbts;/user/horizonbts;Mar  5, 2017;"[ ""Saw the movie \""Logan\"" last night.  Hugh Jackman will always be the Wolverine for me as he totally personifies the character!  An amazing and fitting end to him playing the character in X-Men!!  I would give the movie a 100 stars if I could-yep it was that good. I don't know how Marvel could ever top this.  They cast the character right in the beginning, and carried the story well all the way through to the end.  Me growing up on comics, living and breathing the, Marvel done the movies and the character justice all the way through.  Some others they haven't done so well with, again Hugh Jackman was and always will be Wolverine for me!!"" ]";2;5;2;3;0;0
unbroken;10;horizonbts;/user/horizonbts;Sep 12, 2015;"[ ""I have heard so much about this movie, I finally took the time to sit down and watch it as it is rather long.  Although that being said the length didn't bother me as I thought you needed the full amount of time to tell the story and do true life justice.  For me we we all know stories of incredible human endurance, but this one will rank up there in the top of your mind.  To know actual events like this took place throughout the course of history blows ones mind.  If you haven't seen this one I would recommend setting aside an evening and taking in this historic and epic movie.  For me it hit on all cylinders, being well written, acted, and directed, as I had heard Ms. Angelina Jolie had done her homework and it shows in the movie!"" ]";1;1;1;0;0;0
whiplash;10;horizonbts;/user/horizonbts;Feb  7, 2015;"[ ""Intense and riveting, had me glued to the screen the whole movie.  I heard a lot of gasps from the audience, along with some ohhh's, and ahh's, one thing that is for sure you will hate Simmon's so much that you will love him!  I had to go see what all the buzz was about as I have loved Simmons in other roles.  I can say this is one of those movies that does live up to all the hype.  Go see it for yourself."" ]";0;0;0;0;0;0
the-other-woman-2014;10;horizonbts;/user/horizonbts;Sep  8, 2015;"[ ""For the life of me I cannot figure out why this movie got such a low rating???  I rate and watch a lot of movies here and on other sites, and yes this isn't going to be a critically acclaimed movie or win any Oscars, but for all out insane fun and literally rolling on the floor laughing, this movie gets a 10!!!  If you were a fan of Wedding Crashers, love Jim Carrey stupid type of humor, or just enjoy crazy stupid funny one liners, then run to the nearest DVD rental and get this one, because you are going to bust a gut.  They must have had a ton of fun making this one, because I sure had a ton of fun watching it.  I found the humor similar to \""The Wedding Crashers\"", and probably retread on some other plots from other famous movies, but it still felt like it had a fresh approach.  Loved it and going to tell all my friends about it, it is definitely a keeper for me, and one that I will put ll out of my collection again and again when I need some cheering up or need a good laugh.  You do the same if you haven't seen it save it for a day your down and need to smile or laugh.  Again I loved it and very well done Cameron, Leslie, and Kate wtg girls-thanks."" ]";0;0;0;0;0;0
labor-day-2013;10;horizonbts;/user/horizonbts;Mar 20, 2015;"[ ""This is one of those movies that you think is just going to be OK, then all of a sudden your in really deep and realize that this is one of the best movies you have seen in a long time!  I think this is Kate Winslet's best work since Titanic who plays the scarred mother, and certainly one of Josh Brolin's better movies although he was very good in \""No Country for Old Men\"".  Even Gattlin Griffith who plays the son and has a coming of age role, puts in a spectacular performance, you might have remembered him as the son in \""Changeling\"".  This movie makes some good points that people may not at all be who you think they are, and that things on the surface may not always be as they seem.  If your looking for a movie that pulls you in and fires on a lot of emotions, and truly one that will make an impression, this movie could do it.  I certainly will buy this one and perhaps just pull it out to watch every Labor Day, why not as we have all those special movies for other occasions!  This movie certainly fits into that category (special)."" ]";0;0;0;0;0;0
interstellar;10;horizonbts;/user/horizonbts;Feb  2, 2015;[];2;3;2;1;0;0
ant-man;10;horizonbts;/user/horizonbts;Sep  6, 2015;"[ ""This was one of those fun movies of the summer, that has just about everything, just the right amount of humor (thanks to Paul Rudd), lots of action, and even a little drama.  Quick, witty, funny movie with a great script, that kinds of reminds me somewhat of \""Honey I Shrunk the Kids\"".  Well acted with a great performance put in by veteran actor Michael Douglas who looked like he was having a lot of fun with the movie.  No matter whether you are 5, 50, or 100 I think this is a movie for all ages.  Well done and now I can't wait to see the next installment!!"" ]";1;2;1;1;0;0
sing-street;10;horizonbts;/user/horizonbts;Oct 14, 2016;"[ ""This movie captures that little wish we all have in our past-why didn't I follow through with my dreams-wish I could go back and change things!!  This amazing movie is reminiscent of those 80 movies that we all loved, complete with new songs and a cast complete from an 80's mold.  The characters and cast are also reminiscent of those actors that we loved in those 80 movies.  If  you want to go back and relive the music and the movies of the time, don't walk, but rush out and get this one on a DVD fresh with new songs with an 80's flair.  I loved it so much I am going to buy the soundtrack so I can listen to the music over and over.  I trully hope we see more of actor Ferdia Walsh-Peelo as he is over the top in this movie which in my opinion will soon be a cult classic, and also hope that director  John Carney does more movies as I will seek them out based on the creativity of this gem.  Kudo's to all involved as every aspect in this movie is perfect from beginning to end.  In my opinion one of the best of its kind in the last decade!!"" ]";0;0;0;0;0;0
the-martian;10;horizonbts;/user/horizonbts;Nov  4, 2015;"[ ""This movie fires on all cylinders, amazing cast and direction.  I can see how NASA supported this movie as it was believable and based on science not science fiction.  Amazing story coupled with cinematic scenes that make you the viewer believe that the characters are actually on Mars!!  I would highly recommend this movie to all ages!!  Take it in and enjoy the ride."" ]";0;0;0;0;0;0
wind-river;10;horizonbts;/user/horizonbts;Sep  3, 2017;"[ ""ust like a steam engine going up hill, it gathers a full head of steam, and then takes you for a thrill ride going down the other side.  What a masterpiece, and btw who says there aren't any good movies this summer??  I liked how the movie spoon fed you little tidbits, and let the suspense build.  Jeremy Renner knocks it out of the park as Fish and Wildlife agent Cody Lambert.  He plays the agent with heartfelt emotions as you feel like he is on a mission to make amends for his own daughters untimely death.  Not only lots of action, suspense, and mystery, but it is packed with a lot of emotions.  Gives you the dark side of how our Native American's feel despair.  Also the FBI agent played by Elizabeth Olsen packs a lot of punch, as you get this impression like she is in over her head.  I have to say I went to this movie with expectations and it ended up being all met, as I had a feeling I could have been in for a let down with all the hype, as that has happened in the past.  Not in this case as this movie was a gem!  Hats off to all including the director Taylor Sheridan.  This is one I could go see again and still enjoy....huge thumbs up!!"" ]";2;3;2;1;0;0
interstellar;10;Gntex;/user/Gntex;Feb 12, 2015;"[ ""This is a master piece!! as a Physicist and fan of science fiction I was astounded by the scientific accuracy and the stunning special effects. The only thing I wish for is more elaboration when the main character travels into the black whole; specifically on the \""three-dimensional portrayal of the five-dimensional reality."" ]";2;3;2;1;0;0
lincoln;10;Darkjoker28;/user/Darkjoker28;Nov  9, 2012;"[ ""Oh, this is beautiful film-making. Spielberg takes you on a ride inside Lincoln's mind and his intimate conflicts, in such a pretty and touching way..."", ""DDL is outstanding once again, and this will be seriously a big contender to the award season. I bet ."" ]";8;13;8;5;0;0
interstellar;10;Darkjoker28;/user/Darkjoker28;Nov 13, 2014;"[ ""There's something in Interstellar that transcends all Nolan's movies till now: that's the sense of humanity and love shown by the characters. Love transcends everything, and Nolan accomplishes an incredible goal by giving us that transcendence. He's trying to get higher and higher, and Interstellar is nothing but a big big step for a director that reunites the best of film-making business all around. It's not better than his other movies, it's just another big film from a big director."" ]";7;11;7;4;0;0
interstellar;10;NotCritic;/user/NotCritic;Nov 15, 2014;"[ ""Fantastic movie and fantastic experience. Interstellar is a space odyssey that centers on our future far beyond our home- Earth. Instead of bashing Nolan, people should be grateful there is still a famous director trying to create something more ambitious and intriguing than the films we watch every year."" ]";7;11;7;4;0;0
joy;10;lukechristiansc;/user/lukechristiansc;Jan 12, 2016;"[ ""This isn't writer-director David O. Russell's best film, but this is not terrible despite it's bland,  but Russell's style is vigorous and Jennifer Lawrence's performance is peppy, together their craftsmanship is splendiferous. Originally Annie Mumolo (\""Bridesmaids\"") wrote the screenplay in 2013, so Russell signed on to direct also he selected to write the script, he didn't re-write the script, he wrote his own screenplay and Mumolo got the story credit and produced the film, for Russell got the soul screenwriting credit. Here's a fact for ya!: Kirsten Wiig almost starred in the film as \""Joy\"" but Lawrence took her place. Jennifer Lawrence stars as Joy Mangano she is the only sensible person in the family, so she's been running around the household most of her life. Things are now complicated, her father Rudy (Robert De Niro) moves backs in to her house after his second marriage has failed, her mom Terry (Virginia Madsen) who is obsessed over soap-operas and watches TV non stop. Joy's ex husband Tony (Edgar Ramirez) lives in the basement pursuing his favorite dream about being a musician, Joy's sister (Dascha  Polanco) who undermines everything she does. Joy's grandma Mimi (Diane Ladd) who's the only one who has confidence in her. Joy has an inspiration for a mop getting it on the market, so she captures the attention of Neil (Bradley Cooper), who runs a brand shopping network called QVC. Tony and her childhood friend Peggy (Elizabeth Rohm) believe in her. Dad's new girlfriend (Isabella Rossellini) invents in her mop, no one thinks she'll achieve any success. Lawrence is wonderful not only she has the star-making is great but so do the chemistry that she, Cooper, De Niro and O.Russell have together, this is the \""Silver-Lining Playbook\"" team's third collaboration together, they all love each other on set you could also tell by Lawrence saying about director David O.Russell  \""I want us to be buried next to each other, I really do.\"" O.Russell's script is bland, but I am wowed by Russell's style also Linus Sandgren's cinematography not to mention Lawrence's star-making and charisma. I also thought that the film shouldn't win best picture, but it's really a good film. Grade A"" ]";1;1;1;0;0;0
manglehorn;10;lukechristiansc;/user/lukechristiansc;Aug 24, 2015;"[ ""Reviewing Manglehorn is like reviewing a piece of art, it moves you and looking at it's pace is wonderful also  interested at this story about raw, redemption and man who can't get over his long lost love. Writer Paul Logan's dialogue is moving and powerful, the dialogue when Pacino is narrating his own love letters is like listening to Shakespeare in unimaginable ways. Director David Gordon Green manages to put characters in bizarre places were it's actually interesting watching these people in this bizarre world while Green captures raw emotion, merciless honesty but also tenderness. A.J Manglehorn (Pacino) is a reclusive Texas key-maker who spends his days caring for his cat, finding comfort in his job and lamenting for his long lost love. His bank teller Dawn (Holly Hunter) who is interested in him, may drawn him out of his shell. Pacino does his best work in Manglehorn, he is literally on a role he starred in \""Danny Collins\"" and now he starred in this wow. Grade A+"" ]";1;1;1;0;0;0
inside-out-2015;10;lukechristiansc;/user/lukechristiansc;Jun 21, 2015;"[ ""Pixar's best film yet! They flirt with the idea with emotions and what's going on in someone's head, It's smart and unique. Riley (Kaitlyn Dias) is eleven years old, she loves hockey and she's from Minnesota. Her world turns upside down, when she moves to San Francisco with mom and dad. Riley's emotions led by Joy (Amy Poehler) try to save her from this life changing event; the stress of Riley moving is bringing sadness (Phyllis Smith) to the forefront. Joy and Sadness are far behind Riley's mind, trying to get to headquarters meanwhile, Anger (Lewis Black) Fear (Bill Hader) and Disgust (Mindy Kaling) are struggling without Joy and Sadness. Inside Out gets under my skin in an emotional way, which Pixar does with it's films, it does something different. At the end of the film you will be happy and interested. Grade A+"" ]";1;2;1;1;0;0
it-follows;10;lukechristiansc;/user/lukechristiansc;May  6, 2015;"[ ""It follows is not that scary but the only thing scary about it is the suspense and the film's message which is: the couple involved will become victims of a sexually transmitted CURSE.. that follows.  The characters are strong including, Maika Monroe who has the best performance through out the film, her character is strong (the best heroine I seen in a horror film). The film is like an  Alfred Hitchcock sex horror film mixed with a John Carpenter's creepy music tone. The music is so thrilling because it's sets the tone towards the emotions. Director David Robert Mitchell script is 'transfixed' and that's what's scary and the direction is so nerculean. Some people say that the 80's theme in this film is original? It's not that clever but it's okay. Grade A-"" ]";1;3;1;2;0;0
the-babadook;10;lukechristiansc;/user/lukechristiansc;Apr 29, 2015;"[ ""A rumbling sound  Ba-ba  DOOK! DOOK! DOOK! That’s when you know he’s around, You’ll see him when you look. Don’t be afraid of The Babadook!"", """", ""One of my favorite quotes from the film “The Babadook.” A typical horror fan will see the same horror film with jump scares,cliche’d stories. Examples: (‘Ouija’ Annable, Woman in black 2: Angel of Death), their disposable horror films and are the exact same thing; when you watch ‘The Bababook’ you experience a different horror story and writer-director  Jennifer Kent creates the elements very unexpectedly and ‘subtle’ moments. Kent is off to a great career as a filmmaker as her debut is one of the best horror films i’ve seen in years since “The Exorcist”. Essie Davis  acting is horrific and a well acted portrayal of a mother dealing with a child with behavioral issues, also dealing with a monster. Grade A"" ]";2;2;2;0;0;0
unbroken;10;lukechristiansc;/user/lukechristiansc;Jan  1, 2015;"[ ""I never thought that academy award winner Angelina Jolie can direct a magnificent dark true story into a major motion picture. Jolie directs her second film, however i did not see her first gut-wrenching film \"" In the land of blood and honey\"" but she gets back into the war genre and directs it so beautifully. Her directorial debut was not a success on Metacritic or Rotten Tomatoes also metacritic users but she won awards. But this movie however isn't like her first film, its like the under ratted version of it though. I have been reading the novel of Unbroken (Louie Zamperini's story) but to be honest the story kinda bored me a little bit but it is has it's entertaining moments. Jack O' Connell as Louie is a shockingly good and outstanding performance and so as Miyavi's devilish performance as Wannabe. This film and This true story shocked me and haunted me throughout and it's entertaining vibe and Jolie gives that to the movie goer."" ]";1;2;1;1;0;0
big-hero-6;10;lukechristiansc;/user/lukechristiansc;Feb 16, 2015;"[ ""From the creators of 'Frozen' and directors Don Hall ('Winnie the pooh')  Chris Williams ('Bolt') comes their astonishing achievement big hero six. This movie has beautiful stunning effects also a great voice performance cast, Ryan Potter as Hiro Daniel Henney as Hiro's big brother and Maya Rudolph as Aunt Cass. The cast is phenomenal! even though i hate kid's humor in animation films, this movie gave me a ton of laughs and some Lol moments. The best part of this movie is Bay max (who perfectly marvelously done) the actor behind Bay max who is voiced by Scott Adsit who is brilliant in this movie. he should win best actor for an oscar nominee. Even though the plot is cliche'd and TJ Miller tries to be funny but he's not funny at all, The effects are wondrously done, the direction from Williams and Hall are outstanding. Grade A+ one of 2014's best films of the year!"" ]";0;0;0;0;0;0
get-on-up;10;lukechristiansc;/user/lukechristiansc;Sep  2, 2014;"[ ""i just got done watching into the storm an it was off the hook !. for  odd reason i walked up to the door an saw get on up in the middle of the movie i knew it was the film that people needed to see to learn why music has its legend James Brown an how that brown inspired popular singers like Ice Cube , Usher an Justin Timberlake. I did not see the beginning of the movie  i only saw the half of the movie. but i understand that i did not need understand james brown as a boy i only needed to know why music has its legend James Brown Basically 42 Chadwick Boseman performance of the legend is probably the new elvis. Awesome Producing from Mick Jagger, Brian Grazer, Tate Taylor. how could i not forget the director of help Mr. Talyor who directed this amazing Musical Picture. Taylor has some dramactic segregation stories like the help which was an amazing movie. But Taylor decides to get back in the game with  drama , Viola Davis again. Grade A+"" ]";0;0;0;0;0;0
the-hunger-games-mockingjay---part-1;10;lukechristiansc;/user/lukechristiansc;Jan 24, 2015;"[ ""Remember Catching fire the sequel with too much drama then action! then the first one Now we have the defining chapter in the series \""Mockingjay.\"" To be honest i hated the twisted elements in the last, i thought this movie was gonna be like the last with more stupid drama cliche'  but no i was wrong. this movie has intense, entertaining action and interesting elements. Katniss is at District 13, President Coin (Moore) wants her to be the mockingjay defend for herself, peta, her family and District 13. she shatters the games forever, cause President Snow turns society/capital  into a living nightmare. Coin uses Everdeen as a weapon  then Snow ( who is played very well by Donald Sutherland) uses her love Peta against the capital. the plot is definitely interesting and the suspense is pure gold! and i was on the edge of my seat. I definitely enjoyed this movie alot i can't wait part 2. Grade A-  (the reason why i gave an A- is Natalie Dormer's character)."" ]";0;0;0;0;0;0
jersey-boys;10;lukechristiansc;/user/lukechristiansc;Dec 15, 2014;"[ ""Eastwood  directs genres that can be over ratted that can explain its genre its itself thats what he does in his movies But i never knew that  Dirty Harry himself direct a musical? So i watch this movie it was entertaining in deed the music is good you can dance! thats how fun it was. Acting was superb full of oscar worthy  actor and actress. Eastwood has a very interesting directing thats what i love about him i love acting this man can make anything it would be brilliant"" ]";0;0;0;0;0;0
dawn-of-the-planet-of-the-apes;10;lukechristiansc;/user/lukechristiansc;Jul 15, 2014;[];3;7;3;4;0;0
